Time,Count,Cpu Load,Temp,Throttle,Fan Speed,Cpu Freq,Cpu Mem,Cpu Disk,Times,Msg,
14/11/2019 22:04:44,0.773,4.5%,55.5C,-68.7%,0%,0.6GHz,83.2%,69.4%,5.00019s/1.303778s,NoFlag,
14/11/2019 22:04:49,0.774,14.5%,56.97C,-50.4%,0%,0.6GHz,83.2%,69.4%,4.999557s/1.333422s,NoFlag,
14/11/2019 22:04:54,0.775,4.5%,55.99C,-62.6%,0%,0.6GHz,83.2%,69.4%,5.000186s/1.298569s,NoFlag,
14/11/2019 22:04:59,0.776,4.2%,55.99C,-62.6%,0%,0.6GHz,83.2%,69.4%,5.000185s/1.307577s,NoFlag,
14/11/2019 22:05:04,0.777,1.3%,55.99C,-62.6%,0%,0.6GHz,83.2%,69.4%,5.000218s/1.278334s,NoFlag,
14/11/2019 22:05:09,0.778,2.7%,56.48C,-56.5%,0%,0.6GHz,83.2%,69.4%,5.000143s/1.339368s,NoFlag,
14/11/2019 22:05:14,0.779,8.8%,56.48C,-56.5%,0%,0.6GHz,83.2%,69.4%,4.999259s/1.293144s,NoFlag,
14/11/2019 22:05:19,0.78,1.3%,55.99C,-62.6%,0%,0.6GHz,83.3%,69.4%,5.000193s/1.305466s,NoFlag,
14/11/2019 22:05:24,0.781,2.0%,55.5C,-68.7%,0%,0.6GHz,83.3%,69.4%,5.000212s/1.294927s,NoFlag,
14/11/2019 22:05:29,0.782,3.5%,55.5C,-68.7%,0%,0.6GHz,83.3%,69.4%,4.999834s/1.646819s,NoFlag,
14/11/2019 22:05:34,0.783,2.8%,55.5C,-68.7%,0%,0.6GHz,83.3%,69.4%,4.999805s/1.340651s,NoFlag,
14/11/2019 22:05:39,0.784,8.8%,55.02C,-74.8%,0%,0.6GHz,83.3%,69.4%,4.999999s/1.288093s,NoFlag,
14/11/2019 22:05:44,0.785,3.8%,55.99C,-62.6%,0%,0.6GHz,83.3%,69.4%,5.00019s/1.31064s,NoFlag,
14/11/2019 22:05:49,0.786,1.2%,55.5C,-68.7%,0%,0.6GHz,83.3%,69.4%,4.999818s/1.284287s,NoFlag,
14/11/2019 22:05:54,0.787,8.0%,55.99C,-62.6%,0%,0.6GHz,83.3%,69.4%,5.000215s/1.281947s,NoFlag,
14/11/2019 22:05:59,0.788,5.3%,55.99C,-62.6%,0%,0.6GHz,83.3%,69.4%,4.999783s/1.283581s,NoFlag,
14/11/2019 22:06:04,0.789,3.3%,56.48C,-56.5%,0%,0.6GHz,83.3%,69.4%,5.000002s/1.298413s,NoFlag,
14/11/2019 22:06:09,0.79,2.7%,55.02C,-74.8%,0%,0.6GHz,83.3%,69.4%,5.000001s/1.343854s,NoFlag,
14/11/2019 22:06:14,0.791,3.8%,55.5C,-68.7%,0%,0.6GHz,83.3%,69.4%,5.000215s/1.287375s,NoFlag,
14/11/2019 22:06:19,0.792,9.3%,56.97C,-50.4%,0%,0.6GHz,83.5%,69.4%,4.999722s/1.282455s,NoFlag,
14/11/2019 22:06:24,0.793,2.5%,56.97C,-50.4%,0%,0.6GHz,83.3%,69.4%,5.000146s/1.303378s,NoFlag,
14/11/2019 22:06:29,0.794,9.7%,55.5C,-68.7%,0%,1.5GHz,83.3%,69.4%,4.999876s/1.641263s,NoFlag,
14/11/2019 22:06:34,0.795,1.3%,55.99C,-62.6%,0%,0.6GHz,83.3%,69.4%,5.000169s/1.310766s,NoFlag,
14/11/2019 22:06:39,0.796,3.0%,55.02C,-74.8%,0%,0.6GHz,83.3%,69.4%,4.999853s/1.321937s,NoFlag,
14/11/2019 22:06:44,0.797,10.4%,55.99C,-62.6%,0%,1.5GHz,83.2%,69.4%,5.000206s/1.299688s,NoFlag,
14/11/2019 22:06:49,0.798,2.5%,54.53C,-80.9%,0%,0.6GHz,83.2%,69.4%,5.000177s/1.292791s,NoFlag,
14/11/2019 22:06:54,0.799,3.2%,55.02C,-74.8%,0%,0.6GHz,83.3%,69.4%,5.0002s/1.288564s,NoFlag,
14/11/2019 22:06:59,0.8,4.8%,56.48C,-56.5%,0%,0.6GHz,83.3%,69.4%,5.00016s/1.31056s,NoFlag,
